SK_TOURNEY,TOURNEY_ID,TOURNEY_NAME,TOURNEY_LEVEL,TOURNEY_DRAW_SIZE,TOURNEY_SURFACE,TOURNEY_IS_INDOOR,TOURNEY_STATUS,TOURNEY_START_DATE,REF_YEAR
29068,1975-813,La Costa WCT,Outro,32,Hard,-,Finished,1975-01-17,1975
29069,1975-816,Baltimore,Outro,16,Carpet,Sim,Finished,1975-01-18,1975
29070,1975-816,Baltimore,Outro,16,Carpet,Sim,Finished,1975-01-18,1975
29071,1975-816,Baltimore,Outro,16,Carpet,Sim,Finished,1975-01-18,1975
29072,1975-816,Baltimore,Outro,16,Carpet,Sim,Finished,1975-01-18,1975
29073,1975-816,Baltimore,Outro,16,Carpet,Sim,Finished,1975-01-18,1975
29074,1975-816,Baltimore,Outro,16,Carpet,Sim,Finished,1975-01-18,1975
29075,1975-816,Baltimore,Outro,16,Carpet,Sim,Finished,1975-01-18,1975
29076,1975-816,Baltimore,Outro,16,Carpet,Sim,Finished,1975-01-18,1975
29077,1975-816,Baltimore,Outro,16,Carpet,Sim,Finished,1975-01-18,1975
29078,1975-816,Baltimore,Outro,16,Carpet,Sim,Finished,1975-01-18,1975
29079,1975-816,Baltimore,Outro,16,Carpet,Sim,Finished,1975-01-18,1975
29080,1975-816,Baltimore,Outro,16,Carpet,Sim,Finished,1975-01-18,1975
29081,1975-816,Baltimore,Outro,16,Carpet,Sim,Finished,1975-01-18,1975
29082,1975-816,Baltimore,Outro,16,Carpet,Sim,Finished,1975-01-18,1975
29083,1975-816,Baltimore,Outro,16,Carpet,Sim,Finished,1975-01-18,1975
29084,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29085,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29086,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29087,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29088,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29089,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29090,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29091,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29092,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29093,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29094,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29095,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29096,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29097,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29098,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29099,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29100,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29101,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29102,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29103,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29104,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29105,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29106,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29107,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29108,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29109,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29110,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29111,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29112,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29113,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29114,1975-820,Houston,Outro,32,Clay,-,Finished,1975-01-21,1975
29115,1975-9205,Hartford,Outro,6,Carpet,Sim,Finished,1975-01-06,1975
29116,1975-9205,Hartford,Outro,6,Carpet,Sim,Finished,1975-01-06,1975
29117,1975-9205,Hartford,Outro,6,Carpet,Sim,Finished,1975-01-06,1975
29118,1975-9205,Hartford,Outro,6,Carpet,Sim,Finished,1975-01-06,1975
29119,1975-9205,Hartford,Outro,6,Carpet,Sim,Finished,1975-01-06,1975
29120,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29121,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29122,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29123,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29124,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29125,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29126,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29127,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29128,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29129,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29130,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29131,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29132,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29133,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29134,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29135,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29136,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29137,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29138,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29139,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29140,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29141,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29142,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29143,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29144,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29145,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29146,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29147,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29148,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29149,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29150,1975-9207,Algiers,Outro,32,Clay,-,Finished,1975-01-17,1975
29151,1975-9208,San Juan,Outro,16,Clay,-,Finished,1975-01-13,1975
29152,1975-9208,San Juan,Outro,16,Clay,-,Finished,1975-01-13,1975
29153,1975-9208,San Juan,Outro,16,Clay,-,Finished,1975-01-13,1975
29154,1975-9208,San Juan,Outro,16,Clay,-,Finished,1975-01-13,1975
29155,1975-9208,San Juan,Outro,16,Clay,-,Finished,1975-01-13,1975
29156,1975-9208,San Juan,Outro,16,Clay,-,Finished,1975-01-13,1975
29157,1975-9208,San Juan,Outro,16,Clay,-,Finished,1975-01-13,1975
29158,1975-9208,San Juan,Outro,16,Clay,-,Finished,1975-01-13,1975
29159,1975-9208,San Juan,Outro,16,Clay,-,Finished,1975-01-13,1975
29160,1975-9208,San Juan,Outro,16,Clay,-,Finished,1975-01-13,1975
29161,1975-9208,San Juan,Outro,16,Clay,-,Finished,1975-01-13,1975
29162,1975-9208,San Juan,Outro,16,Clay,-,Finished,1975-01-13,1975
29163,1975-9208,San Juan,Outro,16,Clay,-,Finished,1975-01-13,1975
29164,1975-9208,San Juan,Outro,16,Clay,-,Finished,1975-01-13,1975
29165,1975-9208,San Juan,Outro,16,Clay,-,Finished,1975-01-13,1975
29166,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29167,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29168,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29169,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29170,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29171,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29172,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29173,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29174,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29175,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29176,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29177,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29178,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29179,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29180,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29181,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29182,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29183,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29184,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29185,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29186,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29187,1975-9209,Dusseldorf,Outro,32,Clay,-,Finished,1975-01-26,1975
29188,1975-9340,World Invitational Classic,Outro,4,Clay,-,Finished,1975-01-20,1975
29189,1975-9340,World Invitational Classic,Outro,4,Clay,-,Finished,1975-01-20,1975
29190,1975-9340,World Invitational Classic,Outro,4,Clay,-,Finished,1975-01-20,1975
29191,1976-1725,Pepsi Grand Slam,Outro,4,Clay,-,Finished,1976-01-10,1976
29192,1976-1725,Pepsi Grand Slam,Outro,4,Clay,-,Finished,1976-01-10,1976
29193,1976-1725,Pepsi Grand Slam,Outro,4,Clay,-,Finished,1976-01-10,1976
29194,1976-1725,Pepsi Grand Slam,Outro,4,Clay,-,Finished,1976-01-10,1976
29195,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29196,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29197,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29198,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29199,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29200,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29201,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29202,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29203,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29204,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29205,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29206,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29207,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29208,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29209,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29210,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29211,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29212,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29213,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29214,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29215,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29216,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29217,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29218,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29219,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29220,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29221,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29222,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29223,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29224,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29225,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29226,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29227,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29228,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29229,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29230,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29231,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29232,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29233,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29234,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29235,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29236,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29237,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29238,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29239,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29240,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29241,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29242,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29243,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29244,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29245,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29246,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29247,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29248,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29249,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29250,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29251,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29252,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29253,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29254,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29255,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29256,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29257,1976-2011,Tehran,Outro,64,Clay,-,Finished,1976-01-04,1976
29258,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29259,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29260,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29261,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29262,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29263,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29264,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29265,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29266,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29267,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29268,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29269,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29270,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29271,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29272,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29273,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29274,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29275,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29276,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29277,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29278,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29279,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29280,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29281,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29282,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29283,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29284,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29285,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29286,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29287,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29288,1976-2014,Bermuda,Outro,32,Clay,-,Finished,1976-01-13,1976
29289,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29290,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29291,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29292,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29293,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29294,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29295,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29296,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29297,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29298,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29299,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29300,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29301,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29302,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29303,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29304,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29305,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29306,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29307,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29308,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29309,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29310,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29311,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29312,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29313,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29314,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29315,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29316,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29317,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29318,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29319,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29320,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29321,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29322,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29323,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29324,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29325,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29326,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29327,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29328,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29329,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29330,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29331,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29332,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29333,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29334,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29335,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29336,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29337,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29338,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29339,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29340,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29341,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29342,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29343,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29344,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29345,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29346,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29347,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29348,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29349,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29350,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29351,1976-2015,Madrid,Outro,64,Clay,-,Finished,1976-01-11,1976
29352,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29353,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29354,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29355,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29356,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29357,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29358,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29359,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29360,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29361,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29362,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29363,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29364,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29365,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29366,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29367,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29368,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29369,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29370,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29371,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29372,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29373,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29374,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29375,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29376,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29377,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29378,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29379,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29380,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29381,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29382,1976-2016,London,Outro,32,Carpet,Sim,Finished,1976-01-01,1976
29383,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29384,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29385,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29386,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29387,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29388,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29389,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29390,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29391,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29392,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29393,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29394,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29395,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29396,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29397,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29398,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29399,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29400,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29401,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29402,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29403,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29404,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29405,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29406,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29407,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29408,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
29409,1976-2017,Bangalore,Outro,32,Clay,-,Finished,1976-01-22,1976
